message,label
Cashback of Rs.50 credited to your Paytm wallet. Total balance: Rs.550,legitimate
Your electricity bill payment failed. Retry at www.billpay.fake.com with card details,phishing
ग्राहक सेवा कॉल कर रही है: कृपया रिफंड प्रक्रिया में मदद के लिए OTP साझा करें,otp_request
UPI के माध्यम से दान 200 रुपये का भुगतान किया गया। लेन-देन आईडी: 404567890123। धन्यवाद!,legitimate
"Dear valued customer, KYC update pending. Click www.customer-kyc.fake to continue services",fake_kyc
Tax rebate of Rs.18000 approved. Update bank account at www.rebate-claim.fake,tax_scam
तातडीने: तुमचे बँक खाते अवरोधित केले जाईल. लगेच इथे क्लिक करा: bit.ly/fake123 सत्यापित करण्यासाठी,phishing
Amazon Pay को 799 रुपये का भुगतान सफल हुआ। ऑर्डर आईडी: 123-4567890-1234567,legitimate
"Your account verification requires CVV, PIN and OTP. Share immediately",otp_request
अभिनंदन! तुम्ही 5 लाख रुपये जिंकले आहेत. आता इथे दावा करा www.fakesite.com/claim तुमच्या तपशीलांसह,phishing
Amazon Pay ला 799 रुपये चे भुगतान यशस्वी. ऑर्डर ID: 123-4567890-1234567,legitimate
शेवटची चेतावणी! 1 तासात खाते अवरोधन. लगेचच सत्यापन आवश्यक,blocking_threat
अपने कार्ड CVV और OTP प्रदान करके KYC अपडेट करें। 1800-XXX-FAKE कॉल करें,otp_request
ITR रिफंड 25000 रुपये लंबित है। PAN विवरण के साथ www.itr-process.fake पर प्रक्रिया करें,tax_scam
18-जानेवारी-24 रोजी MG Road वरील ATM मधून 5000 रुपये काढले. उपलब्ध शिल्लक: 20000 रुपये,legitimate
Confirm your mobile number by clicking this link: bit.ly/confirm-fake or service will stop,phishing
चेतावणी: खाते 6 तासांत कायमचे बंद केले जाईल. प्रतिबंधित करा: www.account-close.fake,blocking_threat
Share your internet banking password and OTP to activate new features,otp_request
क्रेडिट कार्ड बिल 8500 रुपये चे भुगतान केले. कार्ड XX1234. बाकी निकळली,legitimate
लंबित सत्यापन के कारण आपका बैंक खाता निष्क्रिय कर दिया जाएगा। अब कार्रवाई करें!,blocking_threat
Rs.500 debited from account XX1234 on 15-Jan-24. UPI/GPAY/9876543210. Available balance: Rs.5000,legitimate
Action Required! Your account has been compromised. Click to secure: fakbank.com/secure,phishing
लंबित KYC के कारण 48 घंटों में खाता निलंबन। यहां अपडेट करें www.urgent-kyc.fake,fake_kyc
तत्काल: आपका बैंक खाता अवरुद्ध हो जाएगा। तुरंत यहां क्लिक करें: bit.ly/fake123 सत्यापित करने के लिए,phishing
Rs.750 debited for mobile recharge. Number: 9876543210. Balance: Rs.9250,legitimate
अपने कार्ड CVV और OTP प्रदान करके KYC अपडेट करें। 1800-XXX-FAKE कॉल करें,otp_request
ITR रिफंड 25000 रुपये बाकी आहे. PAN तपशीलांसह www.itr-process.fake वर प्रक्रिया करा,tax_scam
Your package delivery failed. Pay Rs.300 at www.delivery-retry.fake to reschedule,delivery_scam
Your electricity bill payment failed. Retry at www.billpay.fake.com with card details,phishing
Insurance premium of Rs.2400 paid successfully. Policy: LIC/12345678,legitimate
You are our 1 millionth visitor! Claim Rs.1 Lakh reward at www.visitor-prize.fake,lottery_scam
Google anniversary winner! Rs.15 Lakh prize. Verify identity with OTP and CVV,lottery_scam
Rs.750 debited for mobile recharge. Number: 9876543210. Balance: Rs.9250,legitimate
01-फेब्रुवारी-24 रोजी खाते XX3456 मध्ये पगार जमा: 45000 रुपये. XYZ COMPANY LTD कडून,legitimate
बिजली बिल भुगतान के लिए 1200 रुपये डेबिट किए गए। लेन-देन सफल,legitimate
लकी ड्रा: आपने 7 लाख रुपये जीते हैं। पुरस्कार धन प्राप्त करने के लिए 3000 रुपये कर ट्रांसफर करें,lottery_scam
तुमचा TDS रिफंड 15000 रुपये बाकी आहे. दावा करा: www.tds-refund.fake,tax_scam
Your Flipkart order delivery requires Rs.99 fee. Pay now: www.flipkart-delivery.fake,delivery_scam
लंबित सत्यापनामुळे तुमचे बँक खाते निष्क्रिय केले जाईल. आता कृती करा!,blocking_threat
Your TDS refund of Rs.15000 is pending. Claim: www.tds-refund.fake,tax_scam
Share your internet banking password and OTP to activate new features,otp_request
वित्तमंत्रालयाने 40000 रुपये चा कर रिफंड मंजूर केला. www.finmin-fake.gov वर प्रक्रिया करा,tax_scam
वीज बिल भुगतानासाठी 1200 रुपये डेबिट केले. व्यवहार यशस्वी,legitimate
Blue Dart: Delivery charges Rs.180 pending. Pay at www.bluedart-fake.in,delivery_scam
Your package delivery failed. Pay Rs.300 at www.delivery-retry.fake to reschedule,delivery_scam
You won Rs.5 Crore in KBC lottery! Contact immediately with your bank details,lottery_scam
आपके पैकेज की डिलीवरी विफल हुई। पुनः निर्धारित करने के लिए www.delivery-retry.fake पर 300 रुपये का भुगतान करें,delivery_scam
सत्यापन आवश्यक: तुमचा ATM पिन आणि OTP 9999988888 वर पाठवा,otp_request
You are our 1 millionth visitor! Claim Rs.1 Lakh reward at www.visitor-prize.fake,lottery_scam
"Your account verification requires CVV, PIN and OTP. Share immediately",otp_request
Your account is temporarily blocked. Complete KYC at www.unblock-kyc.fake,fake_kyc
आपके लिए 15000 रुपये की सरकारी सब्सिडी उपलब्ध है। आवेदन करें: www.subsidy-fake.gov.in,phishing
22-जानेवारी-24 रोजी तुमच्या खात्यात XX9012 मध्ये 5000 रुपये जमा केले आहेत. JANE SMITH कडून IMPS,legitimate
"प्रिय विजेता, आपने लक्ज़री कार जीती है! दावा करने के लिए 5000 रुपये की पंजीकरण फीस का भुगतान करें",lottery_scam
"To reverse unauthorized transaction, provide your debit card PIN and OTP",otp_request
DTDC चेतावणी: पार्सल अडकला आहे. डिलिव्हरीसाठी www.dtdc-fake.com वर 250 रुपये शुल्क साफ करा,delivery_scam
तुमच्या मोबाईलवर पाठविलेला 6-अंकी OTP सामायिक करून व्यवहार पुष्टी करा: XXXXXX,otp_request
Zomato ला 899 रुपये भरले. ऑर्डर #987654. UPI मार्फत भुगतान यशस्वी,legitimate
"प्रिय करदाता, 12000 रुपये चा रिफंड मंजूर केला. www.tax-refund.fake वर बँक तपशील सत्यापित करा",tax_scam
DTDC चेतावणी: पार्सल अडकला आहे. डिलिव्हरीसाठी www.dtdc-fake.com वर 250 रुपये शुल्क साफ करा,delivery_scam
अभिनंदन! व्हॉट्सॲप लॉटरी विजेता 20 लाख रुपये. www.whatsapp-lottery.fake वर क्लिक करा,lottery_scam
सीमित समय की पेशकश! 10000 रुपये कैशबैक प्राप्त करें। यहां पंजीकरण करें www.freemoney.fake.com,phishing
"तुमचे खाते अनब्लॉक करण्यासाठी, तुमचा CVV क्रमांक आणि कार्ड समाप्ती तारीख द्या",otp_request
"Dear customer, pay Rs.120 delivery fee for pending parcel. COD not available",delivery_scam
आपका KYC सत्यापन अपूर्ण है। 24 घंटों के भीतर यहां अपडेट करें www.kyc-update.fake,fake_kyc
आपके फ्लिपकार्ट ऑर्डर की डिलीवरी के लिए 99 रुपये की शुल्क की आवश्यकता है। अब भुगतान करें: www.flipkart-delivery.fake,delivery_scam
अपने खाते में 500 रुपये कैशबैक प्राप्त करने के लिए अपना ATM पिन और OTP दर्ज करें,otp_request
तुमच्या पॅकेज डिलिव्हरी अयशस्वी झाली. पुन्हा निर्धारित करण्यासाठी www.delivery-retry.fake वर 300 रुपये भरा,delivery_scam
URGENT: Your account will be blocked in 2 hours. Verify now: www.verify-urgent.fake,blocking_threat
Swiggy ऑर्डरसाठी 150 रुपये डेबिट केले. व्यवहार यशस्वी. शिल्लक: 8500 रुपये,legitimate
Google anniversary winner! Rs.15 Lakh prize. Verify identity with OTP and CVV,lottery_scam
PhonePe के माध्यम से 9876543210 को 2500 रुपये हस्तांतरित किए गए। UPI संदर्भ: 401234567890,legitimate
"प्रिय ग्राहक, अनुपालन नहीं मिला। खाता अवरुद्ध। अनब्लॉक करें: www.unblock-now.fake",blocking_threat
Rs.1200 debited for electricity bill payment. Transaction successful,legitimate
18-जन-24 को MG रोड से ATM से 5000 रुपये निकाले गए। उपलब्ध शेष: 20000 रुपये,legitimate
"Confirm your identity by replying with OTP, CVV and card number",otp_request
गूगल वर्षगांठ विजेता! 15 लाख रुपये का पुरस्कार। OTP और CVV के साथ पहचान सत्यापित करें,lottery_scam
आपका सत्यापन कोड 987654 है। कृपया अपनी पहचान सत्यापित करने के लिए इसे साझा करें,otp_request
Update KYC by providing your card CVV and OTP. Call 1800-XXX-FAKE,otp_request
तुमच्या खात्याची क्रियाकलाप संशयास्पद आहे. उद्या फ्रीझ केले जाईल. सत्यापित करा: www.freeze-stop.fake,blocking_threat
तातडीने: तुमचे खाते 2 तासांत अवरोधित केले जाईल. आता सत्यापित करा: www.verify-urgent.fake,blocking_threat
Your bank KYC is not updated as per RBI guidelines. Update now: www.rbikyc.fake,fake_kyc
Income tax department: Refund Rs.22000 ready. Verify at www.it-dept.fake.gov.in,tax_scam
बीमा प्रीमियम 2400 रुपये सफलतापूर्वक भुगतान किया गया। नीति: LIC/12345678,legitimate
Income tax department: Refund Rs.22000 ready. Verify at www.it-dept.fake.gov.in,tax_scam
Congratulations! WhatsApp lottery winner Rs.20 Lakh. Click www.whatsapp-lottery.fake,lottery_scam
"अनधिकृत लेन-देन को उलटने के लिए, अपना डेबिट कार्ड पिन और OTP प्रदान करें",otp_request
ग्राहकसेवा कॉल करत आहे: कृपया परतावा प्रक्रियेत मदत करण्यासाठी OTP सामायिक करा,otp_request
आपका KYC लंबित है। अब यहां अपडेट करें www.updatekyc-fake.com या खाता निलंबित हो जाएगा,phishing
Congratulations! WhatsApp lottery winner Rs.20 Lakh. Click www.whatsapp-lottery.fake,lottery_scam
अपने कार्ड CVV और OTP प्रदान करके KYC अपडेट करें। 1800-XXX-FAKE कॉल करें,otp_request
Rs.150 debited for Swiggy order. Txn successful. Balance: Rs.8500,legitimate
Your credit card is expired. Update details at www.updatecard.fake.com immediately,phishing
Confirm transaction by sharing 6-digit OTP sent to your mobile: XXXXXX,otp_request
आप हमारे 1 मिलियनवां आगंतुक हैं! www.visitor-prize.fake पर 1 लाख रुपये का पुरस्कार दावा करें,lottery_scam
Lucky draw: You won Rs.7 Lakh. Transfer Rs.3000 tax to receive prize money,lottery_scam
आपने सफलतापूर्वक ABC स्टोर को UPI के माध्यम से 250 रुपये का भुगतान किया है। लेन-देन आईडी: 402345678901,legitimate
"प्रिय विजेता, तुम्ही लक्झरी कार जिंकली आहे! दावा करण्यासाठी 5000 रुपये नोंदणी शुल्क भरा",lottery_scam
Limited time offer! Get Rs.10000 cashback. Register at www.freemoney.fake.com,phishing
आपका खाता अस्थायी रूप से अवरुद्ध है। www.unblock-kyc.fake पर KYC पूरा करें,fake_kyc
आप हमारे 1 मिलियनवां आगंतुक हैं! www.visitor-prize.fake पर 1 लाख रुपये का पुरस्कार दावा करें,lottery_scam
डिलीवरी लंबित है! अमेज़ॅन पैकेज प्राप्त करने के लिए 200 रुपये शुल्क का भुगतान करें,delivery_scam
शेवटची चेतावणी! 1 तासात खाते अवरोधन. लगेचच सत्यापन आवश्यक,blocking_threat
Your account XX9012 has been credited with Rs.5000 on 22-Jan-24. IMPS from JANE SMITH,legitimate
खाते लॉक केले गेले आहे! 1 तासाच्या आत अनलॉक करण्यासाठी OTP आणि पिन सामायिक करा,otp_request
Rs.750 debited for mobile recharge. Number: 9876543210. Balance: Rs.9250,legitimate
DTDC चेतावणी: पार्सल अडकला आहे. डिलिव्हरीसाठी www.dtdc-fake.com वर 250 रुपये शुल्क साफ करा,delivery_scam
अभिनंदन! 50000 रुपये चा अमेझॉन भेट वाऊचर जिंकला. कार्ड तपशीलांसह दावा करा,lottery_scam
बिजली बिल भुगतान के लिए 1200 रुपये डेबिट किए गए। लेन-देन सफल,legitimate
अपने खाते में 500 रुपये कैशबैक प्राप्त करने के लिए अपना ATM पिन और OTP दर्ज करें,otp_request
Congratulations! You won Rs.25 Lakh in lucky draw. Claim at www.lottery-win.fake,lottery_scam
"Your account verification requires CVV, PIN and OTP. Share immediately",otp_request
"अनधिकृत व्यवहार उलटवण्यासाठी, तुमचा डेबिट कार्ड पिन आणि OTP प्रदान करा",otp_request
ITR refund Rs.25000 pending. Process at www.itr-process.fake with PAN details,tax_scam
Update KYC by providing your card CVV and OTP. Call 1800-XXX-FAKE,otp_request
Zomato ला 899 रुपये भरले. ऑर्डर #987654. UPI मार्फत भुगतान यशस्वी,legitimate
मोबाईल रिचार्जसाठी 750 रुपये डेबिट केले. नंबर: 9876543210. शिल्लक: 9250 रुपये,legitimate
"प्रिय ग्राहक, लंबित पार्सल के लिए 120 रुपये की डिलीवरी शुल्क का भुगतान करें। COD उपलब्ध नहीं है",delivery_scam
